Session ID,Title,Type,Day/Date,Time,Room,Topic,Keywords,Brief,Link
DLIT81725,Develop Production Agents with Eval-Driven Design,Training Lab,"Monday, March 16",4:00 p.m. - 5:45 p.m. PDT,Signia - Crystal Ballroom (L2),,,"This training lab will explore new techniques for building robust, production-ready AI agents by focusing on an evaluation-driven design workflow. You'll learn how we use human-created datasets for iterative improvement and how to apply continuous eval and iterate cycles, including prompt changes...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81725/
S81731,Build a High-Performance Research Cluster,Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,SJCC LL21F (LL),,,"Designing a modern research cluster is more than racking servers. In this session, we walk through the end-to-end design of a high-performance research cluster using B200 HGX and Spectrum-X, covering NVLink/NVSwitch topologies, intra- and inter-host multi-GPU communication, and how to validate pe...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81731/
S81766,Accelerated HPC+AI Workflow Enables Live-Steering of Vera C. Rubin Observatory and X-ray Free Electron Laser,Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,SJCC LL21E (LL),,,"The landscape of experimental science is being reshaped by the demand for real-time insight at the petabyte scale. With the Vera C. Rubin Observatory’s Legacy Survey of Space and Time (LSST) Camera and the Linac Coherent Light Source II (LCLS II) at SLAC National Accelerator Laboratory, data are ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81766/
DLIT81774,Build a Video Analytics AI Agent With Vision Language Models,Training Lab,"Monday, March 16",4:00 p.m. - 5:45 p.m. PDT,Signia - Regency I Ballroom (L2),,,"New vision language models (VLMs) are transforming computer vision with scalable, reasoning zero-shot solutions. Learn about Cosmos Reason — a new open and fully customizable reasoning VLM for physical AI and robotics — that lets robots and vision AI agents reason like humans, using prior knowled...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81774/
S81813,Reinventing Clinical Decision Support With Agentic AI and a Data Flywheel,Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,SJCC LL20AB (LL),,,"Clinical decision support is evolving from static, rule-based systems to adaptive, agentic AI that can reason, learn, and collaborate with clinicians. This talk explores how OpenEvidence is building an agentic system that combines real-world clinical data and clinical literature to deliver contex...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81813/
S81842,Edge Computing 101: Introduction to Smart Edge and Autonomous Robots,Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,SJCC LL21CD (LL),,,"Discover the transformative potential of NVIDIA’s edge AI platform in shaping the future of smart edge and autonomous robotics. This session will provide an overview of the platform’s capabilities across embedded, industrial, and enterprise edge environments, with a focus on how general intellige...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81842/
S81911,Inside the NVIDIA AI Platform and Ecosystem,Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,Montgomery Theater,,,"A deeper dive into key announcements from the keynote with a focus on enabling technologies, predicted effects, and opportunities across industries.",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81911/
S82025,How Sony PlayStation Built a Multi-Tenant GPU Cluster to Accelerate R&D,Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,Marriott - Ballroom Salon V-VI (L2),,,"This talk outlines how we design and operate a global GPU research cluster that supports AI and visual computing work for our console platform and game development studios. We use NVIDIA GPUs to train advanced models that run on PlayStation hardware to improve rendering, gameplay systems, and ove...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82025/
S82042,"Building the Enterprise AI Factory:  A Unified Stack With ASUS, IBM, and NVIDIA (Presented by ASUS)",Sponsored Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,Marriott - Willow Glen I-III (L2),,,"Most enterprise AI initiatives fail to scale—not because of models, but due to fragmented infrastructure, data bottlenecks, and weak governance. GPUs alone are not an AI factory.  In this session, ASUS, NVIDIA, and IBM present a validated, converged AI factory architecture that transforms raw dat...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82042/
EX82108,High-Performance Inference for Frontier AI Models (Presented by Baseten),Sponsored Expo Theater,"Monday, March 16",4:00 p.m. - 4:15 p.m. PDT,SJCC Hall 1 Theater (L2),,,"How do you go from a state-of-the-art foundation model to a globally available usage-based API? This session provides an overview of the roadmap and architecture from model performance optimization to multi-region GPU-based infrastructure setup to the precise mechanics of request prioritization, ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82108/
S82182,Reinforcement Learning at Scale: Engineering the Next Generation of Intelligence,Panel Discussion,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,SJCC LL21AB (LL),,,"Reinforcement learning (RL) is entering a new phase—one defined as much by systems engineering as by algorithmic innovation. In this panel, we convene industry leading experts to discuss current challenges in scaling RL along with emerging RL paradigms, which together can unlock scientific discov...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82182/
EX82195,AI-Accelerated Design: From Hyperscale Data Centers to Molecular Discovery (Presented by Cadence),Sponsored Expo Theater,"Monday, March 16",4:00 p.m. - 4:15 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"The pace of AI-driven design innovation has accelerated dramatically since early 2025. With the introduction of Cadence’s AI-optimized Millennium M2000 Supercomputer built on NVIDIA, engineers and scientists now have the unprecedented capability to tackle the hardest problems in semiconductor des...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82195/
S82217,Transform Enterprise AI and Connectivity From Cloud to Edge (Presented by QCT),Sponsored Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,Hilton Winchester (L1),,,"Explore how QCT collaborates with ecosystem partners to deliver optimized AI systems as application-ready solutions. Built with scalable GPU-accelerated infrastructure, the QCT AI POD powered by NVIDIA provides a pre-validated AI platform that simplifies AI cluster deployment and management, enab...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82217/
S82233,Solving the “Three Computer” Problem: Building the Cloud Infrastructure for Physical AI (Presented by Nebius),Sponsored Panel,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,Marriott - Ballroom Salon III (L2),,,"Physical AI represents a fundamental shift in computing, demanding the seamless integration of three distinct workloads—high-fidelity simulation, large-scale model training, and low-latency real-world inference—which NVIDIA CEO Jensen Huang calls the ""Three Computer"" problem. Join this panel feat...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82233/
S82244,Blueprint for AI Scale: How Industry Architects Success With NVIDIA GPUs on Google Cloud (Presented by Google Cloud),Sponsored Panel,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,SJCC 230C (L2),,,"The gap between a successful ""proof of concept"" and a production-grade AI system is often defined by infrastructure choices. In this panel, technical leaders from leading companies pull back the curtain on how they built their AI stacks using NVIDIA Blackwell GPUs (A4X Max, A4X, G4) on Google Clo...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82244/
DLIT82259,Scalable and Resilient Training with NeMo Megatron-Bridge,Training Lab,"Monday, March 16",4:00 p.m. - 5:45 p.m. PDT,Signia - Gold Ballroom (L2),,,"As modern data centers evolve into AI factories, training foundational models becomes critical. But scaling these training pipelines across tens of thousands of GPUs introduces significant challenges—such as node failures, network errors, checkpointing overhead—that can quickly turn occasional an...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82259/
S82398,Reinvent Semiconductor Design With Microsoft Discovery and Synopsys Agent Engineers (Presented by Microsoft),Sponsored Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,Hilton Almaden 1&2 (L1),,,"Semiconductor teams face exploding design complexity, shrinking windows, and increasing verification challenges. This session shows how the Microsoft Discovery AI for Science platform, combined with Synopsys Agent Engineers, introduces an agentic approach to electronic design automation (EDA) tha...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82398/
S82448,"Open, Trusted, and Observable: Deploying AI Agents at Enterprise Scale",Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,SJCC LL20CD (LL),,,"As AI agents move from prototype to production, enterprises face a critical challenge: how do you deploy agentic systems at scale while maintaining trust, visibility, and control? This session explores how organizations are building production-grade agents using LangSmith—the commercial platform ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82448/
CWES82499,Claws: How to Build Safe and Secure Long Running Agents,Connect with the Experts,"Monday, March 16",4:00 p.m. - 4:50 p.m. PDT,Connect With the Experts Pod F (L2),,,"Running today’s self-evolving AI agents is fundamentally insecure. Agents such as OpenClaw operate with real system access but lack a robust, infrastructure-level security model. Tool-level restrictions can be bypassed when agents discover alternate execution paths, and container or prompt-based ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes82499/
CWES82499,Claws: How to Build Safe and Secure Long Running Agents,Connect with the Experts,"Wednesday, March 18",3:00 p.m. - 3:50 p.m. PDT,Connect With the Experts Pod D (L2),,,"Running today’s self-evolving AI agents is fundamentally insecure. Agents such as OpenClaw operate with real system access but lack a robust, infrastructure-level security model. Tool-level restrictions can be bypassed when agents discover alternate execution paths, and container or prompt-based ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes82499/
EX82009,Why the Data Center is Becoming the new Control Plane for Agentic AI (Presented by Equinix),Sponsored Expo Theater,"Monday, March 16",4:20 p.m. - 4:35 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"Data centers are no longer just about high‑density power and advanced liquid cooling—they’ve become the central gateway connecting private and public data, open and closed models, and an expansive ecosystem of AI service providers. Ultra‑reliable, low‑latency networks now link AI agents to distri...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82009/
EX82179,Own Your AI: Beat Frontier Models With Your Own Data (Presented by Fireworks AI),Sponsored Expo Theater,"Monday, March 16",4:20 p.m. - 4:35 p.m. PDT,SJCC Hall 1 Theater (L2),,,"The best AI companies aren't renting intelligence from closed model APIs—they're building their own. In this session, Roberto from Fireworks AI busts three common myths about fine-tuning open models: that closed models are always better, that fine-tuning is hard, and that you need massive labeled...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82179/
EX82032,From Kernels to Clusters: How PyTorch Powers High-Performance AI (Presented by Meta),Sponsored Expo Theater,"Monday, March 16",4:40 p.m. - 4:55 p.m. PDT,SJCC Hall 1 Theater (L2),,,"Discover how PyTorch is redefining high-performance AI from the ground up. This session explores PyTorch’s latest advances—from custom kernel authoring and the Helion compiler stack to Monarch’s next-generation distributed runtime for reinforcement learning to Torchcomms’ vendor-neutral, scalable...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82032/
EX82089,Power Solution for NVIDIA Vera Rubin and 800 VDC AI Rack Architecture (Presented by LITEON),Sponsored Expo Theater,"Monday, March 16",4:40 p.m. - 4:55 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"The great performance leap of the Vera Rubin servers also brings great challenges for power design. With the power increase of the rack versus GB300, the power shelf, after being upgraded, needs to stay precisely regulated under the increased load dynamics of AI workloads and be friendly to the u...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82089/
S81542,Cutting-Edge Molecular Dynamics on the Latest Multi-Node NVLink Technology,Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,SJCC LL21E (LL),,,"Explore new techniques for scaling and optimizing GROMACS molecular dynamics on the latest NVIDIA Multi-node NVLink (MNNVL) systems, via the use of cuFFTMp and NVSHMEM, to minimize communication overhead and maximize performance. Together, we'll walk through practical, transferable steps you can ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81542/
S81557,Scalable AI Localization for Live Media Using NVIDIA Holoscan for Media,Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,Marriott - Ballroom Salon IV (L2),,,"Learn how leading broadcasters are using NVIDIA Holoscan for Media to deliver simultaneous multilingual versions of live content with precise lip-sync, localized graphics, and broadcast-grade latency—without writing code. We will explore how complete-frame localization pipelines can be operationa...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81557/
CWES81568,Build Smarter Robots Using NVIDIA Isaac Sim and Isaac Lab,Connect with the Experts,"Monday, March 16",5:00 p.m. - 5:50 p.m. PDT,Connect With the Experts Pod F (L2),,,"Next-generation robots need the ability to sense, plan, and act with full autonomy. A simulation-first approach is key to building robots that are adaptable and efficient — supporting rapid development of robust policies and smooth transfer to new tasks across robot embodiments. Connect with NVID...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81568/
CWES81568,Build Smarter Robots Using NVIDIA Isaac Sim and Isaac Lab,Connect with the Experts,"Tuesday, March 17",2:00 p.m. - 2:50 p.m. PDT,Connect With the Experts Pod E (L2),,,"Next-generation robots need the ability to sense, plan, and act with full autonomy. A simulation-first approach is key to building robots that are adaptable and efficient — supporting rapid development of robust policies and smooth transfer to new tasks across robot embodiments. Connect with NVID...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81568/
S81569,"Self-Coding Agents: Architectures, Data Flywheels, and Autonomous Code Repair",Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,SJCC LL20CD (LL),,,"AI agents are swiftly evolving toward true autonomy using self-coding, feedback-driven, and adaptive architectures. This session explores frameworks where agents self-improve via data flywheels—constantly refining their models through feedback and learning from every interaction. We'll spotlight ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81569/
S81593,Advances in Decision Intelligence,Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,SJCC 212BD (L2),,,"Explore the latest advancements in GPU-accelerated Mixed Integer Programming (MIP) solver, generating fast, high-quality feasible solutions, which is a critical capability for dynamic decision making. You’ll learn about the algorithms behind the cuOpt Linear Programming (LP) solver, which earned ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81593/
S81735,Think You Know AI? 25 Startups Prove You Wrong,Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,Montgomery Theater,,,"AI isn’t just about chatbots and automation—startups are finding unexpected, creative ways to apply it to the world's hardest problems in ways you might not imagine. In this session, we’ll spotlight 25 innovative use cases that reveal the breadth and depth of what’s possible when bold founders wi...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81735/
S81751,How AI is Changing the Scientific Method in Biology and Beyond ,Panel Discussion,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,SJCC LL20AB (LL),,,"Understand where AI fits into the scientific method: from hypothesis generation to experiment design, in-silico experimentation, and  programmable labs to data interpretation.",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81751/
S81786,Shaping the Next Era of Autonomous Driving Through Safety-Centered AI,Panel Discussion,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,San Jose CPA,,,"Achieving Level 4 (L4) autonomy at global scale requires both technical mastery and a verifiable safety case to earn public trust. This panel brings together engineering, mobility, and regulatory leaders from across the autonomous vehicle ecosystem to examine the breakthroughs enabling trustworth...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81786/
S81845,Drive Optimal Tokens per Watt on any AI Infrastructure Using Benchmarking Recipes,Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,SJCC 211AC (L2),,,"Join our session to learn how benchmarking recipes can evaluate performance and inform infrastructure tuning to optimize tokens/watt. Learn about the intersection of performance and total cost of ownership (TCO) through NVIDIA's performance tools, and understand the NVIDIA Exemplar Cloud initiative.",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81845/
S81856,"Inside NVIDIA DGX AI Factory: Accelerating Networking for AI Across Cloud, Core, and Edge",Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,SJCC 230A (L2),,,"AI infrastructure must deliver predictable, high‑throughput pipelines for large‑scale training and inference while enforcing strict security, data sovereignty, and multi‑tenant isolation across cloud and on‑premises environments. These demands can overwhelm traditional host‑based networking and s...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81856/
S81894,The Case for Block-Based Programming With cuTile and Triton for Image Processing Workloads Used in Semi Manufacturing,Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,SJCC 211BD (L2),,,"Deploying image processing workloads on NVIDIA GPUs at near speed-of-light performance has required hand-tuning kernels using CUDA C++, given the unique nature of the loads used in semiconductor manufacturing. However, maintaining and debugging CUDA C++ code is challenging, often requiring signif...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81894/
CWES81955,NVIDIA 101: From Chips to Software—How NVIDIA's AI Platform Enables the AI Revolution,Connect with the Experts,"Monday, March 16",5:00 p.m. - 5:50 p.m. PDT,Connect With the Experts Pod A (L2),,,"This session is a continuation of the ""NVIDIA 101: From Chips to Software — How NVIDIA's AI Platform Enables the AI Revolution"" session led by Rambo Jacoby. In this session, you'll get the opportunity to touch and feel NVIDIA's hardware and ask any questions you may have about NVIDIA's platform, ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81955/
S81957,From Signal to Strategy: Unlock Alpha With AI-Powered Research and Trading ,Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,SJCC LL21F (LL),,,"In today's real-time markets, every millisecond and every signal matters. Financial firms are overwhelmed by the scale and variety of data, from ultra-low-latency market feeds to an explosion of unstructured and alternative content such as news, filings, research, and transcripts. Traditional res...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81957/
EX82084,Architecting AI-Ready Data Centers: Lessons From Leading-Edge Deployments (Presented by Hyve Solutions),Sponsored Expo Theater,"Monday, March 16",5:00 p.m. - 5:15 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"As organizations accelerate AI initiatives, infrastructure has become a critical competitive differentiator. This session examines how next-generation data centers are architected for exponential AI workload demands, featuring insights from leading-edge deployments.  You'll explore technical foun...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82084/
S82136,Architecting Trust: Design Secure and Sovereign AI Systems (Presented by HPE) ,Sponsored Panel,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,SJCC 230C (L2),,,"As AI adoption accelerates, organizations face a growing tension between data gravity, regulatory constraints, and the need to scale AI quickly. Data sovereignty requirements, air-gapped environments, and operational security expectations increasingly shape how—and where—AI systems can be built a...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82136/
S82137,The NVIDIA Solutions for Workstation/Data Center/Embedded and Edge Computing (Presented by PNY),Sponsored Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,Hilton Winchester (L1),,,"NVIDIA has been at the forefront of innovation, consistently delivering top-notch solutions for various sectors. The NVIDIA RTX PRO 6000 Workstation, Data Center, Embedded, and Edge Computing solutions are no exception. These solutions leverage the power of NVIDIA GPUs to enhance performance, acc...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82137/
S82186,From Complexity to Confidence: Core-to-Edge Secure AI Factories with Consistent Operations (Presented by Cisco Systems),Sponsored Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,Marriott - Willow Glen I-III (L2),,,"While AI practitioners push rapid innovation, IT teams struggle with fragmented guidance and operational overhead when deploying secure, high-performance AI infrastructure across data center and edge to meet training and inference needs. Discover how prescriptive, validated reference designs such...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82186/
S82293,Driving National Growth Through Sovereign AI Investment,Fireside Chat,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,Marriott - Ballroom Salon III (L2),,,"Around the world, nations are accelerating their efforts to build AI capabilities that drive long‑term economic competitiveness. In this fireside chat, Marcus Wallenberg—a global business leader with deep experience in innovative models—joins NVIDIA to explore how countries can design, fund, and ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82293/
S82316,Inside Pixar’s RenderMan: XPU Technology and Storytelling on Toy Story 5 (Presented by Dell),Sponsored Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,Hilton Almaden 1&2 (L1),,,"As one of the world’s most influential animation studios, Pixar has long pushed the boundaries of storytelling through technology. RenderMan has powered Pixar’s films since before Toy Story, evolving with artists, stories and hardware. That evolution continues with Toy Story 5 and the rollout of ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82316/
S82356,Crack the Code: Enable AI Assistants for Massive C++ Codebases,Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,Marriott - Ballroom Salon V-VI (L2),,,"Most AI code assistants struggle with large, complex codebases because they lack reliable project-wide context, leading to shallow or incorrect suggestions. This talk presents a technical approach to improving AI code generation by combining NVIDIA NeMo Retriever NIM with the Model Context Protoc...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82356/
EX82362,Building Proprietary Multi-Agentic AI Workflows for a Consumer Banking Operational Use Case (Presented by Capital One),Sponsored Expo Theater,"Monday, March 16",5:00 p.m. - 5:15 p.m. PDT,SJCC Hall 1 Theater (L2),,,"Capital One leverages its own proprietary, multi-agentic AI framework to help several hundred bank customer service agents that specialize in complex fraud resolution to understand, analyze, respond to real-time customer queries with more speed/quality than ever before. Explore how Capital One us...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82362/
S82404,From Replacement to Enhancement: A Human-Centered Approach to Multi-Modal AI Design,Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,Marriott - Ballroom Salon I-II (L2),,,"As the landscape of artificial intelligence evolves, the need for AI systems that embrace the full range of human experience has never been more important. Drawing on research from the Stanford Institute for Human-Centered AI (HAI), we'll explore strategies for embedding human-centered design pri...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82404/
S82419,GPU ♥ LPU: Everything You Wanted to Know,Fireside Chat,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,SJCC LL21AB (LL),,,"With language processing units (LPUs) and GPUs in the same data center, developers can optimize for both ultra-low latency and high throughput. LPUs excel at token-by-token and interactive workloads, while GPUs excel at massive parallelism and larger batches. This fireside chat helps developers u...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82419/
S82455,Digital Twins at Scale: The New Retail Growth Infrastructure,Talk,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,SJCC 230B (L2),,,"Retail brands are under pressure to produce high-quality content at unprecedented speed and scale without increasing costs, and this session demonstrates how AI-powered digital twin technology built with NVIDIA Omniverse addresses that challenge. By transforming physical products into hyper-reali...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82455/
S82491,Empowering Human Creativity: A Discussion With Paramount Skydance’s Dane Glasgow,Fireside Chat,"Monday, March 16",5:00 p.m. - 5:40 p.m. PDT,Hyatt Place Salon II & III (L1),,,"Whether it was the transition from black-and-white to color or from linear to streaming, the entertainment industry is well-versed in innovation, transformation, and disruption. As content produced by AI models becomes more widespread, media companies face a unique set of issues as the industry w...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82491/
EX82219,Accelerate Physical AI with Simulation-Centric Data Engine (Presented by Lightwheel),Sponsored Expo Theater,"Monday, March 16",5:20 p.m. - 5:35 p.m. PDT,SJCC Hall 1 Theater (L2),,,"Physical AI is moving from research demos into real-world deployment. However, scaling Physical AI systems remains constrained by low-fidelity simulation without physics, limited data generation capacity, and the lack of large-scale, industrial-grade evaluation infrastructure. Lightwheel was buil...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82219/
EX82366,The Velocity of Volts: Hitachi and NVIDIA Bring Physical AI to Energy Infrastructure (Presented by Hitachi),Sponsored Expo Theater,"Monday, March 16",5:20 p.m. - 5:35 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"U.S. electricity demand is rising fast. But connecting new energy sources to the grid is challenging, with twice the total generated power capacity (1.28 terawatts) in the United States sitting in a ""queue,"" waiting for interconnection. This backlog is largely due to the exhaustive, manual simula...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82366/
EX82170,Build and Productize an AI Factory: From Design to Deployment (Presented by Inventec),Sponsored Expo Theater,"Monday, March 16",5:40 p.m. - 5:55 p.m. PDT,SJCC Hall 1 Theater (L2),,,"This presentation explores the dual pillars of the AI factory: robust infrastructure, and transformative applications. We examine how high-performance compute environments enable digital employees and agentic AI to redefine industrial efficiency. A primary focus is placed on video-recognition-bas...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82170/
EX82215,Gesture-Based Control of Heavy Equipment Using Simulation-First Robotics Workflows (Presented by Marvik),Sponsored Expo Theater,"Monday, March 16",5:40 p.m. - 5:55 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"Marvik presents a real-world use case demonstrating how computer vision, simulation, and NVIDIA Isaac Sim can be used to design more intuitive and safer human–machine interfaces for heavy equipment. The project explores gesture-based control of an excavator, using a standard camera and real-time ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82215/
DLIT81814,Build Agentic Workflows for Financial Applications,Training Lab,"Tuesday, March 17",8:00 a.m. - 9:45 a.m. PDT,Signia - Gold Ballroom (L2),,,"We'll walk you through how to turn financial services workflows into end‑to‑end AI agents, covering orchestration, tools, retrieval, and guardrails tailored to domain-specific applications in the financial services industry (FSI). Using NVIDIA’s NeMo Agent Toolkit and Blueprints, you'll get hands...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81814/
DLIT81816,Build Robot-Ready Assets for Physically Accurate Simulations With Lightwheel,Training Lab,"Tuesday, March 17",8:00 a.m. - 9:45 a.m. PDT,Signia - Regency II Ballroom (L2),,,"In this hands-on lab, Lightwheel, a leading provider of simulation-ready assets, platforms, and synthetic data for embodied AI, guides you through the complete SimReady asset preparation workflow. You’ll learn to generate high-fidelity synthetic data using OpenUSD, configure accurate physics prop...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81816/
DLIT81861,"Compress, Cut, and Distill: The Latest Gen AI Model Compression Techniques in Practice",Training Lab,"Tuesday, March 17",8:00 a.m. - 9:45 a.m. PDT,Signia - Club Regent (L1),,,"This training lab explores the art and engineering of compressing large language models to make them cheaper, faster, and easier to deploy while preserving practical capability. Designed for a broad audience that spans beginners to advanced practitioners, the workshop will introduce foundational ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81861/
DLIT82184,How to Provision and Install NVIDIA Run:ai,Training Lab,"Tuesday, March 17",8:00 a.m. - 9:45 a.m. PDT,Signia - Crystal Ballroom (L2),,,"Get grounded in the practical fundamentals of deploying NVIDIA Run:ai from the ground up. This lab walks you through every stage of installation—from environment preparation to final validation—so you can confidently stand-up Run:ai within your own organization. Follow a guided, instructor-led de...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82184/
C82414,NVIDIA Certification Overview: What You Need to Know,Certification,"Tuesday, March 17",8:00 a.m. - 9:00 a.m. PDT,Signia - California Ballroom (L2),,,Considering an NVIDIA certification? Join this exclusive overview session to learn how NVIDIA’s certification program can help you validate your skills and advance your career in AI and accelerated computing.  This session provides an overview of all NVIDIA certification exams:Associate Exams:  G...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-c82414/
S81424,"Achieve Truly Serverless GPUs With libfuse, CRIU, and CUDA-Checkpoint",Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,Hyatt Place Salon II & III (L1),,,"Unpredictable workloads make inference a natural fit for serverless computing (a.k.a. ""functions-as-a-service""). But serverless execution only works if new function replicas spin up quickly. Learn the techniques we've developed at Modal to speed up the boots of GPU containers and achieve truly se...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81424/
S81491,Security for the AI-First Enterprise,Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,San Jose Civic,,,"As AI transforms every layer of modern computing, security must evolve in parallel—shifting from a separate function to an embedded capability woven into every stage of innovation. Today’s CISOs and security leaders are moving beyond reactive defense, redefining their roles as proactive business ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81491/
